,Unnamed: 0,Time [s],Voltage [V],Current [A],Step from cycler,Discharge capacity [A.h],Charge capacity [A.h],Power [W],Discharge energy [W.h],Charge energy [W.h],Step count,Cycle from cycler,Cycle count
50,50,3000.0,3.6930522011696407,2.5,0,2.083333333333333,0.0,9.232630502924103,8.088874164645851,0.0,0,1,0
51,51,3060.0,3.685171191146974,2.5,0,2.1249999999999996,0.0,9.212927977867434,8.24258715198578,0.0,0,1,0
52,52,3120.0,3.6772948404292434,2.5,0,2.1666666666666665,0.0,9.193237101073109,8.395971860976953,0.0,0,1,0
53,53,3180.0,3.66946008988587,2.5,0,2.208333333333333,0.0,9.173650224714674,8.549029255358517,0.0,0,1,0
54,54,3240.0,3.661710270843725,2.5,0,2.25,0.0,9.154275677109313,8.701761971207052,0.0,0,1,0
55,55,3300.0,3.654089472916569,2.5,0,2.2916666666666665,0.0,9.135223682291421,8.854174465868724,0.0,0,1,0
56,56,3360.0,3.6466378042202656,2.5,0,2.3333333333333335,0.0,9.116594510550664,9.006272950809075,0.0,0,1,0
57,57,3420.0,3.639388304843253,2.5,0,2.375,0.0,9.098470762108132,9.158065161414564,0.0,0,1,0
58,58,3480.0,3.6323649223127568,2.5,0,2.416666666666667,0.0,9.080912305781892,9.309560020313649,0.0,0,1,0
59,59,3540.0,3.625581684416344,2.5,0,2.4583333333333335,0.0,9.06395421104086,9.46076724128717,0.0,0,1,0
60,60,3600.0,3.619042809708074,2.5,0,2.5000000000000004,0.0,9.047607024270185,9.611696918248096,0.0,0,1,0
61,61,3660.0,3.612743766231836,2.5,0,2.541666666666667,0.0,9.03185941557959,9.762359138580177,0.0,0,1,0
62,62,3720.0,3.606672578669781,2.5,0,2.583333333333334,0.0,9.016681446674452,9.91276364576563,0.0,0,1,0
63,63,3780.0,3.6008113103279253,2.5,0,2.6250000000000004,0.0,9.002028275819814,10.062919560119747,0.0,0,1,0
64,64,3840.0,3.595137522074012,2.5,0,2.666666666666667,0.0,8.98784380518503,10.212835160794787,0.0,0,1,0
65,65,3900.0,3.5896254737338835,2.5,0,2.7083333333333335,0.0,8.974063684334709,10.362517723207452,0.0,0,1,0
66,66,3960.0,3.5842471196676113,2.5,0,2.7500000000000004,0.0,8.960617799169029,10.51197340223665,0.0,0,1,0
67,67,4020.0,3.5789727694004188,2.5,0,2.791666666666667,0.0,8.947431923501046,10.661207149925568,0.0,0,1,0
68,68,4080.0,3.5737714498684077,2.5,0,2.8333333333333335,0.0,8.93442862467102,10.810222654493668,0.0,0,1,0
69,69,4140.0,3.5686109987829693,2.5,0,2.875,0.0,8.921527496957424,10.95902228884057,0.0,0,1,0
70,70,4200.0,3.5634580163057277,2.5,0,2.916666666666667,0.0,8.90864504076432,11.107607059988252,0.0,0,1,0
71,71,4260.0,3.558277643160206,2.5,0,2.9583333333333335,0.0,8.895694107900514,11.255976552893792,0.0,0,1,0
72,72,4320.0,3.5530332998864824,2.5,0,3.0,0.0,8.882583249716205,11.404128864207264,0.0,0,1,0
73,73,4380.0,3.5476864745157504,2.5,0,3.0416666666666665,0.0,8.869216186289377,11.552060526173976,0.0,0,1,0
74,74,4440.0,3.5421966551314186,2.5,0,3.0833333333333335,0.0,8.855491637828546,11.699766424708294,0.0,0,1,0
75,75,4500.0,3.5365215800268404,2.5,0,3.125,0.0,8.8413039500671,11.84723972127409,0.0,0,1,0
76,76,4560.0,3.5306179437103884,2.5,0,3.1666666666666665,0.0,8.826544859275971,11.994471794685282,0.0,0,1,0
77,77,4620.0,3.524442734322897,2.5,0,3.2083333333333335,0.0,8.811106835807243,12.141452225477643,0.0,0,1,0
78,78,4680.0,3.517955356714399,2.5,0,3.25,0.0,8.794888391785998,12.288168852374252,0.0,0,1,0
79,79,4740.0,3.511120649080061,2.5,0,3.2916666666666665,0.0,8.777801622700153,12.434607935828302,0.0,0,1,0
80,80,4800.0,3.5039127164063313,2.5,0,3.333333333333333,0.0,8.759781791015829,12.580754464275934,0.0,0,1,0
81,81,4860.0,3.496319321481715,2.5,0,3.375,0.0,8.740798303704288,12.726592631731936,0.0,0,1,0
82,82,4920.0,3.4883462726966084,2.5,0,3.4166666666666665,0.0,8.720865681741522,12.872106498277317,0.0,0,1,0
83,83,4980.0,3.4800209621047795,2.5,0,3.458333333333333,0.0,8.70005240526195,13.017280815669013,0.0,0,1,0
84,84,5040.0,3.4713940588124914,2.5,0,3.4999999999999996,0.0,8.678485147031228,13.162101961938122,0.0,0,1,0
85,85,5100.0,3.4625384364257283,2.5,0,3.5416666666666665,0.0,8.656346091064322,13.306558888922252,0.0,0,1,0
86,86,5160.0,3.453544845283392,2.5,0,3.583333333333333,0.0,8.63386211320848,13.450643957291192,0.0,0,1,0
87,87,5220.0,3.444514550433057,2.5,0,3.6249999999999996,0.0,8.611286376082642,13.594353528035283,0.0,0,1,0
88,88,5280.0,3.435549949753471,2.5,0,3.666666666666666,0.0,8.588874874383677,13.737688205122502,0.0,0,1,0
89,89,5340.0,3.426744731301852,2.5,0,3.708333333333333,0.0,8.56686182825463,13.88065267764449,0.0,0,1,0
90,90,5400.0,3.418175221319023,2.5,0,3.7499999999999996,0.0,8.545438053297557,14.023255176657424,0.0,0,1,0
91,91,5460.0,3.4098941240662093,2.5,0,3.791666666666666,0.0,8.524735310165523,14.165506621352948,0.0,0,1,0
92,92,5520.0,3.401927058596691,2.5,0,3.833333333333333,0.0,8.504817646491729,14.307419562658428,0.0,0,1,0
93,93,5580.0,3.3942714524800928,2.5,0,3.8749999999999996,0.0,8.485678631200232,14.449007031639194,0.0,0,1,0
94,94,5640.0,3.386896694802857,2.5,0,3.916666666666666,0.0,8.467241737007143,14.590281368040921,0.0,0,1,0
95,95,5700.0,3.3797440994042076,2.5,0,3.9583333333333326,0.0,8.44936024851052,14.731253051253567,0.0,0,1,0
96,96,5760.0,3.37272513225629,2.5,0,3.9999999999999996,0.0,8.431812830640725,14.87192949357983,0.0,0,1,0
97,97,5820.0,3.365716415718103,2.5,0,4.041666666666666,0.0,8.414291039295257,15.012313692495962,0.0,0,1,0
98,98,5880.0,3.3585501813190057,2.5,0,4.083333333333332,0.0,8.396375453297514,15.152402579934234,0.0,0,1,0
99,99,5940.0,3.350999249467184,2.5,0,4.124999999999998,0.0,8.37749812366796,15.29218485974228,0.0,0,1,0
100,100,6000.0,3.342756727980053,2.5,0,4.166666666666665,0.0,8.356891819950134,15.431638109272432,0.0,0,1,0
101,101,6060.0,3.3334134445152817,2.5,0,4.208333333333332,0.0,8.333533611288203,15.570724987866084,0.0,0,1,0
102,102,6120.0,3.3224422241885505,2.5,0,4.249999999999998,0.0,8.306105560471376,15.709388647630746,0.0,0,1,0
103,103,6180.0,3.309208762413352,2.5,0,4.291666666666664,0.0,8.27302190603338,15.847548043184952,0.0,0,1,0
104,104,6240.0,3.293041556691583,2.5,0,4.333333333333331,0.0,8.232603891728958,15.985094924832973,0.0,0,1,0
105,105,6300.0,3.2733945908192794,2.5,0,4.374999999999998,0.0,8.183486477048199,16.121895677906114,0.0,0,1,0
106,106,6360.0,3.2500972601350653,2.5,0,4.416666666666664,0.0,8.125243150337663,16.257801758134327,0.0,0,1,0
107,107,6420.0,3.223586994069598,2.5,0,4.458333333333331,0.0,8.058967485173994,16.392670180096925,0.0,0,1,0
108,108,6480.0,3.19492243691187,2.5,0,4.499999999999998,0.0,7.987306092279675,16.526389126575705,0.0,0,1,0
109,109,6540.0,3.1654374274714665,2.5,0,4.541666666666664,0.0,7.9135935686786665,16.65889662375036,0.0,0,1,0
110,110,6600.0,3.136166488806273,2.5,0,4.58333333333333,0.0,7.840416222015683,16.790180038672812,0.0,0,1,0
111,111,6660.0,3.107383607936179,2.5,0,4.624999999999997,0.0,7.7684590198404475,16.920253999021615,0.0,0,1,0
112,112,6720.0,3.0784761286847573,2.5,0,4.666666666666664,0.0,7.696190321711893,17.049126076867882,0.0,0,1,0
113,113,6780.0,3.04808162336733,2.5,0,4.70833333333333,0.0,7.6202040584183255,17.1767626967023,0.0,0,1,0
114,114,6840.0,3.0142764053420974,2.5,0,4.7499999999999964,0.0,7.535691013355244,17.303061822300414,0.0,0,1,0
115,115,6900.0,2.974667468707935,2.5,0,4.791666666666663,0.0,7.436668671769837,17.427831486343123,0.0,0,1,0
116,116,6960.0,2.9263482538125665,2.5,0,4.83333333333333,0.0,7.315870634531416,17.550769313895632,0.0,0,1,0
117,117,7020.0,2.8657335705302613,2.5,0,4.8749999999999964,0.0,7.164333926325654,17.671437685236107,0.0,0,1,0
118,118,7080.0,2.788292360205861,2.5,0,4.9166666666666625,0.0,6.970730900514653,17.789229892126443,0.0,0,1,0
119,119,7140.0,2.6881788663943076,2.5,0,4.9583333333333295,0.0,6.720447165985769,17.903323042680615,0.0,0,1,0
120,120,7200.0,2.557739788642422,2.5,0,4.9999999999999964,0.0,6.394349471606055,18.012613014660545,0.0,0,1,0
121,121,7222.144769663274,2.500010566331058,2.5,0,5.015378312266159,0.0,6.250026415827645,18.051502846822082,0.0,0,1,0
122,122,7222.144769663275,2.614098044953742,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
123,123,7282.144769663274,2.7713189583321745,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
124,124,7342.144769663274,2.7931088308447576,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
125,125,7402.144769663274,2.800617718107757,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
126,126,7462.144769663274,2.803991225149302,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
127,127,7522.144769663274,2.805902034514389,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
128,128,7582.144769663274,2.8071929460068334,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
129,129,7642.144769663274,2.808159172392834,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
130,130,7702.144769663274,2.80892168920945,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
131,131,7762.144769663274,2.809538978425607,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
132,132,7822.144769663274,2.81004593227771,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
133,133,7882.144769663274,2.810463643261078,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
134,134,7942.144769663274,2.810813092145041,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
135,135,8002.144769663274,2.811104444719504,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
136,136,8062.144769663274,2.811347191700076,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
137,137,8122.144769663274,2.8115489670684797,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
