,Unnamed: 0,Time [s],Voltage [V],Current [A],Step from cycler,Discharge capacity [A.h],Charge capacity [A.h],Power [W],Discharge energy [W.h],Charge energy [W.h],Step count,Cycle from cycler,Cycle count
35,35,2100.0,3.4640455233527687,5.0,0,2.9166666666666665,0.0,17.320227616763844,10.798029303786118,0.0,0,1,0
36,36,2160.0,3.45381565229571,5.0,0,2.9999999999999996,0.0,17.26907826147855,11.086273519438137,0.0,0,1,0
37,37,2220.0,3.4428187122120497,5.0,0,3.083333333333333,0.0,17.21409356106025,11.373633284625962,0.0,0,1,0
38,38,2280.0,3.4307535548245234,5.0,0,3.166666666666666,0.0,17.153767774122617,11.660032129085819,0.0,0,1,0
39,39,2340.0,3.4173251936875126,5.0,0,3.2499999999999996,0.0,17.086625968437563,11.945368743607155,0.0,0,1,0
40,40,2400.0,3.40233181630457,5.0,0,3.3333333333333326,0.0,17.01165908152285,12.22952111902349,0.0,0,1,0
41,41,2460.0,3.38579381736823,5.0,0,3.416666666666666,0.0,16.92896908684115,12.512359687093191,0.0,0,1,0
42,42,2520.0,3.3680624102582097,5.0,0,3.499999999999999,0.0,16.84031205129105,12.793770363244292,0.0,0,1,0
43,43,2580.0,3.3498080885032726,5.0,0,3.5833333333333326,0.0,16.749040442516364,13.073681634026022,0.0,0,1,0
44,44,2640.0,3.3318312417674645,5.0,0,3.6666666666666656,0.0,16.659156208837324,13.3520832727873,0.0,0,1,0
45,45,2700.0,3.3147786867772706,5.0,0,3.749999999999999,0.0,16.573893433886354,13.629025353143332,0.0,0,1,0
46,46,2760.0,3.2989278460740854,5.0,0,3.8333333333333326,0.0,16.494639230370428,13.904596458678807,0.0,0,1,0
47,47,2820.0,3.284111320588515,5.0,0,3.9166666666666656,0.0,16.420556602942575,14.178889757289747,0.0,0,1,0
48,48,2880.0,3.269694122408598,5.0,0,3.999999999999999,0.0,16.348470612042988,14.451964984081295,0.0,0,1,0
49,49,2940.0,3.2544273211140173,5.0,0,4.083333333333332,0.0,16.272136605570086,14.723803377561403,0.0,0,1,0
50,50,3000.0,3.236028324131495,5.0,0,4.166666666666666,0.0,16.180141620657476,14.994239029446634,0.0,0,1,0
51,51,3060.0,3.210609728926775,5.0,0,4.249999999999999,0.0,16.053048644633876,15.262848948324061,0.0,0,1,0
52,52,3120.0,3.173180104408586,5.0,0,4.333333333333333,0.0,15.865900522042931,15.528840191379702,0.0,0,1,0
53,53,3180.0,3.1218234584280036,5.0,0,4.416666666666666,0.0,15.609117292140018,15.791132006497893,0.0,0,1,0
54,54,3240.0,3.06278893467352,5.0,0,4.5,0.0,15.313944673367601,16.04882418954379,0.0,0,1,0
55,55,3300.0,3.0041384218548925,5.0,0,4.583333333333333,0.0,15.020692109274464,16.30161282939914,0.0,0,1,0
56,56,3360.0,2.943531599030691,5.0,0,4.666666666666667,0.0,14.717657995153456,16.549432413602705,0.0,0,1,0
57,57,3420.0,2.867374527637007,5.0,0,4.75,0.0,14.336872638185035,16.79155350221386,0.0,0,1,0
58,58,3480.0,2.7535513830544835,5.0,0,4.833333333333334,0.0,13.767756915272418,17.02575874849267,0.0,0,1,0
59,59,3540.0,2.567702390349403,5.0,0,4.916666666666667,0.0,12.838511951747016,17.24747765571783,0.0,0,1,0
60,60,3555.87357515075,2.500011160849586,5.0,0,4.9387132988204865,0.0,12.500055804247928,17.303340663979938,0.0,0,1,0
61,61,3555.873575150751,2.670739819956911,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
62,62,3615.87357515075,2.9151162396221344,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
63,63,3675.87357515075,2.9479644084902423,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
64,64,3735.87357515075,2.959621438925574,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
65,65,3795.87357515075,2.9652893251496453,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
66,66,3855.87357515075,2.968769921383527,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
67,67,3915.87357515075,2.9712422471211255,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
68,68,3975.87357515075,2.973138904263952,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
69,69,4035.87357515075,2.974653284845841,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
70,70,4095.87357515075,2.9758845501054125,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
71,71,4155.87357515075,2.976897094417883,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
72,72,4215.87357515075,2.9777349416573644,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
73,73,4275.87357515075,2.978432718430705,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
74,74,4335.87357515075,2.979012772709626,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
75,75,4395.87357515075,2.9794960574714437,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
76,76,4455.87357515075,2.9798991191073343,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1,0
